"Respondent ID","RLH","<center><b>Konzert</b> <br> <br> <img title=""z. B. am Einlass, in der Konzerthalle "" src=""[%GraphicsPath()%]WhatsApp Image 2021-12-16 at 16.46.25.jpeg"" alt="""" border=""0"" height=""100"" width=""100""></center>","<center><b>Bahnhof</b> <br>  <br>  <img title=""z. B. an Bahngleisen, in Bahnhofshallen "" src=""[%GraphicsPath()%]train_new.JPG"" alt="""" border=""0"" height=""100"" width=""100""></center>","<center><b>Einkaufsstraße</b> <br> <br> <img title=""Die Kamerasysteme sind in Einkaufspassagen zwischen den Ladenlokalen installiert."" src=""[%GraphicsPath()%]shoppingmall_new.JPG"" alt="""" border=""0"" height=""120"" width=""120""></center>","<center><b>Bewegungsverlauf </b><br> <br> <img title=""Verdächtige Bewegungsmuster z. B. “Herumlungern” ""src=""[%GraphicsPath()%]bewegungsverlauf.JPG"" alt="""" border=""0"" height=""100"" width=""100""></center>","<center><b>Gesichtserkennung</b> <br> <br>  <img title=""Identifikation von Personen"" src=""[%GraphicsPath()%]face_detection_new.JPG"" alt="""" border=""0"" height=""100"" width=""100""> </center>","<center><b>Verdächtige Gegenstände</b> <br> <img title=""z. B. unbeaufsichtigtes Gepäck, verdächtige Gegenstände wie Waffen"" src=""[%GraphicsPath()%]aaa.jpeg"" alt="""" border=""0"" height=""120"" width=""120""></center>","<center><b>KI liefert Erklärung</b> <br> <img title=""Künstliche Intelligenz erklärt Einschätzung"" src=""[%GraphicsPath()%]XAI.jpeg"" alt="""" border=""0"" height=""120"" width=""120"">","<center><b>KI liefert keine Erklärung</b> <br> <img title=""Künstliche Intelligenz erklärt Einschätzung nicht "" src=""[%GraphicsPath()%]AI.jpg"" alt="""" border=""0"" height=""110"" width=""110""></center>","<center><b>Sofortige Löschung</b> <br> <br> <img src=""[%GraphicsPath()%]937818be59e281cd85b06a5c721f47bd-1.jpg"" alt="""" border=""0"" height=""90"" width=""90""></center>","<center><b>Löschung nach 3 Monaten</b> <br> <img src=""[%GraphicsPath()%]disk_new.JPG"" alt="""" border=""0"" height=""90"" width=""90""></center>","<center><b>Dauerhafte Speicherung </b><br><img src=""[%GraphicsPath()%]File.jpg"" alt="""" border=""0"" height=""90"" width=""120""> </center>"
"1","0.726038419506555","4.49275071342703","6.5149904990618","-11.0077412124888","-32.3245658090141","-13.097343580561","45.421909389575","48.1161095993744","-48.1161095993744","80.616646008435","47.2652818742414","-127.881927882676"
"2","0.368270482025344","49.9449779161344","39.9809709445485","-89.9259488606829","-71.9290897657064","-2.76267643906673","74.6917662047731","12.5983538127305","-12.5983538127305","24.2245458928232","32.0434818672095","-56.2680277600328"
"4","0.670347771178503","-11.7124911977162","29.035595999943","-17.3231048022268","21.6740536466781","-34.2257835283352","12.5517298816572","59.907810030037","-59.907810030037","-32.9095584250482","105.417700193896","-72.5081417688473"
"7","0.778663185658892","-9.14632215992646","28.2828072396202","-19.1364850796937","-26.4903482450325","-35.7406537733256","62.2310020183581","-0.272425542297944","0.272425542297944","134.338256558573","-14.6123123127401","-119.725944245833"
"8","0.709083764322697","-6.25829908828297","23.3728322549059","-17.114533166623","-6.966389705836","31.7483591530379","-24.7819694472019","65.1303886774254","-65.1303886774254","-68.416122901536","104.305405721845","-35.8892828203085"
"9","0.50730942041048","-12.2972475196548","31.313026039591","-19.0157785199362","-5.30377837193288","-51.2858683514944","56.5896467234273","-37.5945539144526","37.5945539144526","32.2374350924416","67.1845687221022","-99.4220038145438"
"11","0.540411371511762","39.1858140353125","30.0513615985662","-69.2371756338787","-54.5423685537741","-53.9431422613855","108.48551081516","11.3405983262305","-11.3405983262305","16.7962261779368","44.5358540657387","-61.3320802436755"
"12","0.723809298606243","-12.8600099582395","11.7706730220334","1.08933693620606","-45.266011236749","17.3884291359453","27.8775821008037","35.8047286294545","-35.8047286294545","105.825350016582","18.9655663901006","-124.790916406683"
"13","0.437575504011909","15.7532932417993","52.272677266903","-68.0259705087023","-39.7369092089418","-31.144567853989","70.8814770629308","53.1874945772577","-53.1874945772577","-36.9469109174785","25.7610658805282","11.1858450369503"
"14","0.569024790949899","9.92755102513285","22.4016262429912","-32.3291772681241","-33.9877416524798","-0.295719585153791","34.2834612376336","90.4322395806509","-90.4322395806509","-61.3040072115304","34.829507225939","26.4744999855914"
"16","0.744526579413639","21.266148601245","-3.62827888021913","-17.6378697210259","9.69529737381148","-90.4028090544913","80.7075116806798","-20.5167936413401","20.5167936413401","56.9326978510836","35.0866779577107","-92.0193758087943"
"17","0.684391984910846","19.0166119355852","23.8174994663432","-42.8341114019284","-25.4235557139729","-102.328038292783","127.751594006756","7.9001548209556","-7.9001548209556","24.1366780506897","31.6658845697943","-55.802562620484"
"18","0.817555097082672","-0.238932664313214","26.2683950274323","-26.0294623631191","-0.0459787328391277","-50.9573668029765","51.0033455358156","20.4611391136554","-20.4611391136554","82.0898139411814","40.6395241609829","-122.729338102164"
"20","0.781740267546458","-23.076850196895","11.5003110726076","11.5765391242874","-42.8879205418954","9.91591607278248","32.9720044691129","40.0922714664491","-40.0922714664491","105.846838832522","-2.39153493013328","-103.455303902389"
"21","0.508591021486186","13.277543169881","-15.2737454408741","1.99620227099313","25.8385610443342","-18.9638895717486","-6.87467147258552","38.36279308205","-38.36279308205","-20.7264656811066","135.323570145084","-114.597104463978"
"22","0.606787198539189","22.7801924116558","3.00218217721489","-25.7823745888707","0.109645595439536","-21.1965255194353","21.0868799239957","-18.0523533219926","18.0523533219926","115.547232874945","41.9548551621667","-157.502088037112"
"23","0.634848027105168","-8.30169576338845","59.9230128047234","-51.6213170413349","-21.3574990989085","-42.1338568962645","63.491355995173","40.5262496730583","-40.5262496730583","11.645989104991","45.0659844056983","-56.7119735106893"
"24","0.798317546148499","-21.1170472317164","25.0128918844178","-3.8958446527014","-38.6393220769668","12.4973801473825","26.1419419295843","7.82621885424506","-7.82621885424506","-123.948588429012","-25.5391823108001","149.487770739812"
"25","0.682415817133323","15.1854115544008","24.0090879765426","-39.1944995309434","21.5150296429103","-86.1327834061291","64.6177537632188","-12.6788881396757","12.6788881396757","53.8136791342199","53.0607407753749","-106.874419909595"
"26","0.830724852203761","2.64383386474029","8.0278201903824","-10.6716540551227","-9.03552787338602","-21.718635841484","30.75416371487","35.1080159937943","-35.1080159937943","123.545810674931","11.5200728606904","-135.065883535621"
"27","0.398898790460434","-3.76786822276746","30.3518164970226","-26.5839482742551","-49.2464867050792","-34.0665171477018","83.313003852781","5.44036103810243","-5.44036103810243","-111.665076989787","23.7061313849163","87.9589456048705"
"28","0.558134975510294","22.1950078560424","-21.6214582996517","-0.573549556390685","6.26862702765582","-48.8204178979693","42.5517908703134","20.8243973627446","-20.8243973627446","81.5805624157053","60.0014055191233","-141.581967934829"
"30","0.722674578492685","19.8108647377046","15.9565949982135","-35.7674597359181","12.9697692760926","-63.5573175044426","50.58754822835","24.9568226020336","-24.9568226020336","64.6296813745282","51.1038018404611","-115.733483214989"
"31","0.787068181147128","2.2782219738558","13.5735759800022","-15.851797953858","-9.52648935576189","-33.114303153821","42.6407925095829","40.5427504736958","-40.5427504736958","93.3827315931091","26.9685662691262","-120.351297862235"
"32","0.67501203522526","-4.10816031857158","-0.459625262669095","4.56778558124068","-8.40579076558778","-93.5545276507565","101.960318416344","-13.2447267335813","13.2447267335813","68.4474450173082","32.4248645313079","-100.872309548616"
"35","0.390868168065307","-65.2784817746455","30.8204386576238","34.4580431170217","-27.9622712863922","4.2065725062614","23.7556987801308","64.6765102612425","-64.6765102612425","-67.6296250324577","51.562859486867","16.0667655455907"
"37","0.640450478774668","-2.26327860784873","29.8305542499789","-27.5672756421302","19.6439338733177","-79.3725992320654","59.7286653587477","20.9624004970738","-20.9624004970738","-25.8567361222102","93.7164203225702","-67.85968420036"
"40","0.470318740291559","9.30027052228833","45.5567580114455","-54.8570285337339","-40.5210655665719","-15.5802463192985","56.1013118858705","25.267593220371","-25.267593220371","50.9534425755861","50.5217644104639","-101.47520698605"
"42","0.386639031762863","4.6401011582652","41.6730439684341","-46.3131451266993","-13.3170019812635","-48.7019168553384","62.0189188366019","9.44808775277693","-9.44808775277693","103.281156131128","-24.1655125548834","-79.1156435762446"
"44","0.675658942848947","-48.4110248405823","54.4496432066281","-6.0386183660458","-31.010816378055","-7.95528079976412","38.9660971778191","37.990000304912","-37.990000304912","55.8872914889899","39.4078348091117","-95.2951262981016"
"45","0.685642891190514","-2.40046900584455","37.5720118577236","-35.1715428518791","-3.38721268738428","-77.4698781599798","80.857090847364","22.128203770196","-22.128203770196","24.8520442690236","49.9105122368189","-74.7625565058425"
"46","0.525570669914946","-51.9720404975355","123.636900047049","-71.6648595495132","-9.97477263776324","-57.5509258825975","67.5256985203607","12.1871705626995","-12.1871705626995","29.3826157001871","-3.51795652529323","-25.8646591748939"
"47","0.625900782779979","-32.022202293592","35.0426783923622","-3.02047609877029","-40.5228209516722","46.2529192745074","-5.73009832283514","63.2871568162777","-63.2871568162777","55.3419289065434","8.90120764222407","-64.2431365487674"
"49","0.754254875559552","2.70765653529763","5.28866752864505","-7.99632406394268","-8.4643731877283","-51.241909220114","59.7062824078423","19.700003026143","-19.700003026143","107.770063523379","20.8266836804109","-128.59674720379"
"50","0.717882142692079","10.9686938085424","10.9030989497865","-21.8717927583289","1.35720820292252","-46.931173840483","45.5739656375605","17.9311429111101","-17.9311429111101","108.926529726366","20.9390286801323","-129.865558406499"
"52","0.711960376132306","26.379861903259","-0.0929306961300921","-26.2869312071289","11.9755078855659","-79.0732355491133","67.0977276635475","-4.24528241259947","4.24528241259947","71.921830238239","48.8280183752743","-120.749848613513"
"53","0.658526130680862","7.16637402059849","-5.19877925908296","-1.96759476151553","-10.0415298279667","11.1602963990843","-1.11876657111759","56.4152920118833","-56.4152920118833","69.2543049929294","92.1740657382857","-161.428370731215"
"54","0.803198358126479","-38.1351020449978","33.3061871398365","4.82891490516133","-87.6770377355874","124.756783591198","-37.0797458556106","20.4921542341958","-20.4921542341958","33.5844224573593","7.97173610527034","-41.5561585626296"
"55","0.657712125377041","-17.0492264466839","29.4434617052275","-12.3942352585436","-32.5033027186551","12.7095180088545","19.7937847098006","71.8579802341304","-71.8579802341304","71.5080482148571","14.4781675216579","-85.986215736515"
"57","0.590616804551889","-26.6307058166176","56.1740629334497","-29.5433571168322","-23.598248780631","3.03286038959375","20.5653883910372","32.32089780022","-32.32089780022","27.4192428697898","89.0289521539101","-116.4481950237"
"61","0.700805093456909","-67.0847620954554","86.696720113734","-19.6119580182786","-57.7983769701437","21.3259112529172","36.4724657172265","20.1909899487724","-20.1909899487724","-49.5550364205325","-12.4556223648307","62.0106587853631"
"62","0.685191409260164","-16.5977617647947","36.5681458153409","-19.9703840505462","-54.3415125445454","5.65787633749388","48.6836362070515","42.2491660778212","-42.2491660778212","60.687135098226","34.5637190304215","-95.2508541286475"
"64","0.52075733569861","-33.2544130117047","10.7489994784338","22.5054135332709","-27.3939309572905","23.8146178911622","3.57931306612833","15.2966119117536","-15.2966119117536","115.226505028789","31.9853907254862","-147.211895754275"
"65","0.65328542355842","18.4880243132662","-19.742487222606","1.25446290933982","-14.3637869549008","-38.1294939810706","52.4932809359714","20.7591678124667","-20.7591678124667","93.3082892671284","43.0117993878957","-136.320088655024"
"68","0.511220678829173","-12.4180587909317","70.3068437838995","-57.8887849929677","-46.1826026591018","-11.080156646634","57.2627593057358","24.3600986981165","-24.3600986981165","61.4216194648797","-3.20442706769707","-58.2171923971826"
"69","0.764531884242362","-11.8260597508276","38.5357754339956","-26.709715683168","-16.9027986182285","-19.8885153576126","36.7913139758411","-13.3991755539717","13.3991755539717","118.684424323094","13.9074797952503","-132.591904118345"
"72","0.593983739826239","19.828635570881","-0.216605092588301","-19.6120304782927","-41.5150178226096","-4.87135632838825","46.3863741509979","23.1492899193149","-23.1492899193149","87.9850581912878","50.3892457560134","-138.374303947301"
"77","0.392353842513617","-16.6093528429004","50.8884970908723","-34.2791442479719","-22.1614437818316","6.46286493443061","15.698578847401","-18.1269273038255","18.1269273038255","94.1065029923095","52.5054754396533","-146.611978431963"
"78","0.774339322908447","-7.02339166016889","28.7546572930505","-21.7312656328816","-1.23365152028022","-41.738132309828","42.9717838301082","29.8749632423366","-29.8749632423366","90.4662263373344","24.1217817747895","-114.588008112124"
"79","0.797855088232315","9.28151676869801","16.1263497117545","-25.4078664804525","-18.5275474143924","-51.1295173226973","69.6570647370896","42.681670834882","-42.681670834882","59.2564197929705","33.8030204923012","-93.0594402852717"
"80","0.423993404489404","-46.4240725316274","67.762134572375","-21.3380620407476","-60.9740028342452","75.1815370016603","-14.2075341674151","32.784866655882","-32.784866655882","-12.9348335563226","-35.5768430960028","48.5116766523254"
"83","0.694063191852451","-1.29722626266111","18.525481897145","-17.2282556344839","6.64103221895147","-27.4017736161311","20.7607413971796","71.4754105107334","-71.4754105107334","68.2090741531469","36.7147781272998","-104.923852280447"
"84","0.685863164784852","3.6235671102796","-0.447724777554441","-3.17584233272516","-39.9046689559178","-24.0786697215084","63.9833386774262","-19.268191677714","19.268191677714","-133.693399746038","16.6105999238526","117.082799822185"
"86","0.454823545913439","6.77734754360174","11.1444994719351","-17.9218470155368","-5.28083541950619","-37.8789235885941","43.1597590081003","1.37602345193224","-1.37602345193224","-170.567496313766","53.9920686155617","116.575427698204"
"87","0.665281113427506","1.19902738662167","39.8987213160068","-41.0977487026285","-3.27870971377164","-80.8063936183632","84.0851033321349","21.5097159741243","-21.5097159741243","49.691129586245","11.7103419101281","-61.4014714963731"
"88","0.748086986221283","-40.0676666385197","52.1733298152714","-12.1056631767517","-33.9333012405744","44.0065133791045","-10.0732121385301","71.2966821658816","-71.2966821658816","4.5450744711195","41.3403750618236","-45.8854495329431"
"89","0.614988986277596","-42.3684992453188","43.1523183569982","-0.783819111679457","-25.1310830026709","16.6712702033232","8.45981279934766","64.6944017676071","-64.6944017676071","65.2566871717802","12.7746513129143","-78.0313384846945"
"91","0.430354833385366","-53.0596680308093","52.7890926542027","0.270575376606585","-46.1727597974522","17.4593639533436","28.7133958441086","-11.0488636291429","11.0488636291429","89.8849940759441","17.3973682632531","-107.282362339197"
"93","0.573760077914225","10.027341807887","-0.487428892102","-9.53991291578497","-22.4847516740428","13.9738975415125","8.51085413253027","44.2507541342639","-44.2507541342639","53.5017235047385","100.985432143753","-154.487155648492"
"94","0.337089602964802","6.24194404297663","12.6251864818225","-18.8671305247992","-30.0004987948801","29.8696535848577","0.13084521002234","63.3628907433192","-63.3628907433192","-104.277829907892","26.6439106887828","77.6339192191096"
"95","0.522294679199072","15.3708720368243","0.647920924127451","-16.0187929609518","-44.1414449653641","-9.79296107610321","53.9344060414673","-17.984735776251","17.984735776251","81.0492937307222","72.4664249814459","-153.515718712168"
"100","0.819891617245008","21.5942151898689","10.7059245234921","-32.300139713361","-30.7963306757061","-80.3951035776013","111.191434253307","-1.75788485976178","1.75788485976178","61.6589472887634","27.685442968811","-89.3443902575743"
"101","0.439546555285702","13.203458106779","5.34589647043553","-18.5493545772145","-30.2577448069639","25.8408929401499","4.41685186681408","18.696227618179","-18.696227618179","-180.166968570373","85.5778428082111","94.5891257621618"
"103","0.787594700706775","-3.90313215992594","22.1959504843359","-18.29281832441","-46.0708860927729","2.33452496564909","43.7363611271239","48.9596865872554","-48.9596865872554","70.8718818194845","30.0408471578774","-100.912728977362"
"106","0.786335453844809","28.536031612064","2.90971652488853","-31.4457481369526","11.969759972701","-44.2837630902886","32.3140031175877","34.9537597079494","-34.9537597079494","53.2006902039707","70.1561222116188","-123.356812415589"
"107","0.554586306288753","-8.31431857680004","15.8700298067734","-7.55571122997336","-32.3028508438248","-4.27955159029067","36.5824024341155","35.7086683995801","-35.7086683995801","96.439030678134","42.635000183058","-139.074030861192"
"108","0.616057197110993","30.7665643990819","-4.47961257371998","-26.2869518253619","-4.58316095741394","-39.5253662628638","44.1085272202777","27.8788615381878","-27.8788615381878","70.0870556140503","63.3807559879385","-133.467811601989"
"109","0.374580938673322","25.2861662376528","12.9146662498501","-38.2008324875029","-1.12020484110281","0.638713101685619","0.481491739417188","28.0164492527958","-28.0164492527958","-56.1889429531706","167.455063889818","-111.266120936647"
"110","0.441829591330423","42.5926029062344","26.264777667698","-68.8573805739324","-41.7832762069573","-29.4249932069329","71.2082694138902","21.6770949799672","-21.6770949799672","22.5918079120145","54.8062365135184","-77.3980444255329"
"111","0.477736112092619","-13.5770120769651","17.7228342178864","-4.14582214092131","-22.2080637057952","-23.9046360570397","46.1126997628349","-71.2965368246709","71.2965368246709","61.7594951341529","32.5707539676264","-94.3302491017793"
"113","0.475826353322686","-8.95373487348715","66.747752048178","-57.7940171746909","-45.704987543112","-46.4136240539264","92.1186115970384","36.3720200718379","-36.3720200718379","27.1085001972049","9.96495458808062","-37.0734547852855"
"114","0.767478926004372","7.9087867902235","17.8601630118515","-25.768949802075","-15.2106358689757","-16.8609957413749","32.0716316103506","21.7175730372466","-21.7175730372466","125.150670520887","13.7017727180805","-138.852443238968"
"116","0.637523877758344","-27.5068055062842","58.6936236362499","-31.1868181299657","10.9061621922488","-21.1065052893542","10.2003430971054","25.2882695612941","-25.2882695612941","45.6124259615381","90.9589628340276","-136.571388795566"
"117","0.560897540104607","-22.1421497858172","60.0695487449777","-37.9273989591606","-12.732304322055","-27.2512913704275","39.9835956924825","31.749194529435","-31.749194529435","77.1442111219233","16.9813539302349","-94.1255650521583"
"119","0.400997767296676","-21.0643094727323","32.5829801657979","-11.5186706930656","-68.3518193221888","12.9839202797049","55.3678990424839","70.1531340514305","-70.1531340514305","-48.3400869456924","14.3534499974487","33.9866369482437"
"124","0.393257388682469","-17.6005486636012","37.1010750450451","-19.500526381444","-36.4454594877789","-28.2980324661775","64.7434919539564","44.4422492544247","-44.4422492544247","76.2424518939209","0.840044835084318","-77.0824967290052"
"125","0.712906246569873","22.7666210124305","16.9166155255798","-39.6832365380103","20.3071542777025","-71.8639083544432","51.5567540767408","10.7509136875697","-10.7509136875697","48.6133673543961","72.0071426444198","-120.620509998816"
"127","0.528254191765283","8.41478729693343","4.06190604524574","-12.4766933421792","-31.1069844701389","73.6288014047281","-42.5218169345891","-8.5547577236975","8.5547577236975","-87.9554787021758","157.892906871999","-69.9374281698237"
"128","0.453168176099466","-14.1909412746115","32.0213342753718","-17.8303930007603","-75.4355917111273","1.11244351326307","74.3231481978642","19.3974759658253","-19.3974759658253","-58.070070318754","103.524510564472","-45.4544402457177"
"129","0.566463847055662","16.6125673312979","23.1836692584973","-39.7962365897951","18.1324487147444","-80.522752864561","62.3903041498166","16.7338338094757","-16.7338338094757","-92.4837962272259","68.1555732911527","24.3282229360732"
"131","0.545887681184446","-48.1322987440157","25.833654977125","22.2986437668907","-66.6620666403394","68.7807549540894","-2.11868831375006","35.8649722560413","-35.8649722560413","-68.0885298377755","17.315779503203","50.7727503345725"
"132","0.634537460959083","0.348032378110212","35.6140829192102","-35.9621152973205","-58.4955437408909","43.2105764848703","15.2849672560207","79.9188917033601","-79.9188917033601","-27.4592351227291","-11.9614279055298","39.4206630282588"
"133","0.658544057053402","-12.5451527869033","-9.92153779773122","22.4666905846345","-95.2677792933477","-1.83234367491431","97.100122968262","5.09655327142466","-5.09655327142466","71.3423902180749","19.7423673878535","-91.0847576059283"
"136","0.679276082586731","12.9467944364098","4.92019454785131","-17.8669889842611","-19.8422493248669","-1.65888218199477","21.5011315068617","-24.4555500473197","24.4555500473197","-135.28525979702","143.646475855942","-8.36121605892204"
"138","0.636347062787153","-19.3705987651058","27.8592551609096","-8.48865639580385","-32.9188978033383","-17.0347132840966","49.9536110874349","41.5523854731324","-41.5523854731324","49.0781155016499","68.8573753676484","-117.935490869298"
"139","0.533052098422418","-25.2741769165055","28.89346113245","-3.61928421594445","-17.0873473371682","-28.0831252865093","45.1704726236775","87.6540667266805","-87.6540667266805","-53.7561074126901","43.5145231748065","10.2415842378836"
"140","0.66482775648192","-13.5714222118949","49.6964205458563","-36.1249983339613","5.52658541162879","-59.6073258314534","54.0807404198246","-3.42524053046576","3.42524053046576","59.9018668315311","66.8690834882209","-126.770950319752"
"141","0.630302408774208","-8.02175514057888","29.220392595612","-21.1986374550331","-17.4411537499483","-14.4156481591348","31.8568019090832","77.2820884797684","-77.2820884797684","64.7342059418325","16.2504254471215","-80.984631388954"
"142","0.71583280999686","11.8482277769984","40.7042708857559","-52.5524986627543","-14.4146332865452","-101.258050691506","115.672683978051","-0.884367935431456","0.884367935431456","19.3895392055906","34.3271103527399","-53.7166495583305"
